UF;cidade;publicacao;data_publicacao;link;titulo_publicacao;texto_contrato
Estado do Pará;Prefeitura Municipal de Xinguara;Edição Nº 114 de 20/06/2022 - Pág. 321;20/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-408841358;"
        EXTRATO DE CONTRATO
      ";"PROCESSO ADMINISTRATIVO DE LICITAÇÃO Nº 075/2022/PMX.INEXIGIBILIDADE DE LICITAÇÃO Nº 014/2022/PMX.CONTRATO DE LOCAÇÃO DE SERVIÇOS DE APRESENTAÇÃO ARTÍSTICA Nº 160/2022/PMX.OBJETO: PRESTAÇÃO DE SERVIÇOS ARTÍSTICOS, com a apresentação do show da banda COMPANHIA DO CALYPSO e todos os componentes da equipe de operação técnica, no dia 30 de julho de 2022, com início a partir das 23H00 horas, na Praia do Pontão situada no Distrito São José do Araguaia, em comemoração ao Veraneio Praia do Pontão, deste Município de Xinguara, Estado do Pará.VALOR GLOBAL: de R$ R$ 70.000,00 (setenta mil reais),LOA DO EXERCÍCIO DE 202201 - Secretaria Municipal de Governo04.392.0003.2201 - PROMOÇÃO DE EVENTOS NA ""PRAIA DO PONTÃO""3.3.90.39. - Outros Serviços de Terceiros - Pessoa Jurídica.CONTRATANTE: o Município de Xinguara, inscrito no CNPJ. sob o nº 04.144.150/0001-20, com sede à Praça Vitória Régia, s/nº, Centro, Xinguara - Pará, representado pelo seu Prefeito, Dr. MOACIR PIRES DE FARIA.CONTRATADO: PROMOVE PRODUÇÕES DE EVENTOS ARTÍSTICOS EIRELI, estabelecida a AV. Conselheiro Aguiar, nº 2738, Sala 1002, bairro Boa Viagem, Recife - PE, CEP. 51.020-020, inscrita no CNPJ sob o nº. 08.618.930/0001-15."
Estado do Pará;Prefeitura Municipal de Xinguara;Edição Nº 114 de 20/06/2022 - Pág. 321;20/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-408841280;"
        EXTRATO DE CONTRATO
      ";"PROCESSO ADMINISTRATIVO DE LICITAÇÃO Nº 073/2022/PMX.INEXIGIBILIDADE DE LICITAÇÃO Nº 013/2022/PMX.CONTRATO DE LOCAÇÃO DE SERVIÇOS DE APRESENTAÇÃO ARTÍSTICA Nº 161/2022/PMX.OBJETO: PRESTAÇÃO DE SERVIÇOS ARTÍSTICOS, com a apresentação do show da canta MARIANA FAGUNDES e todos os componentes da equipe de operação técnica, no dia 23 de julho de 2022, com início a partir das 23H00 horas, na Praia do Pontão situada no Distrito São José do Araguaia, em comemoração ao Veraneio Praia do Pontão, deste Município de Xinguara, Estado do Pará.VALOR GLOBAL: de R$ R$ 60.000,00 (sessenta mil reais),LOA DO EXERCÍCIO DE 202201 - Secretaria Municipal de Governo04.392.0003.2201 - PROMOÇÃO DE EVENTOS NA ""PRAIA DO PONTÃO""3.3.90.39. - Outros Serviços de Terceiros - Pessoa JurídicaCONTRATANTE: o Município de Xinguara, inscrito no CNPJ(MF) sob o nº 04.144.150/0001-20, com sede à Praça Vitória Régia, s/nº, Centro, Xinguara - Pará, representado pelo seu Prefeito, Dr. MOACIR PIRES DE FARIA.CONTRATADO: MARIANA FAGUNDES PRODUÇOES EIRELI, estabelecida a AV. Idalino Longhi Bidas nº 21, bairro Jardim Guanabara, município de Santa Fé Do Sul - SP - GO, CEP. 15.775-000, inscrita no CNPJ sob o nº. 28.037.230/0001-44."
Estado da Paraíba;Prefeitura Municipal de Santa Luzia;Edição Nº 114 de 20/06/2022 - Pág. 328;20/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-408760160;"
        EXTRATO DE CONTRATO
      ";CONTRATO N°. 00130/2022 - INEXIGIBILIDADE Nº 00018/2022 - PROCESSO Nº 00049/2022CONTRATANTE: PREFEITURA MUNICIPAL DE SANTA LUZIA - PB, CNPJ N° 09.090.689/0001-67.CONTRATADA: RODOLFO LOPES DA SILVA - PRODUCAO MUSICAL, inscrita no CNPJ: 20.659.771/0001-00.OBJETO: Contratação do Cantor RODOLFO LOPES para realização de Show na noite do dia 26/06/2022, com duração de 02horas de Show no Tradicional São João no município de Santa Luzia-PB.VALOR GLOBAL: R$ 20.000,00 (vinte mil reais)DOTAÇÃO ORÇAMENTÁRIA: 02.070 - SECRETARIA DE CULTURA - 13.695.1037.2007 - Promoção de Eventos - 3390.39 - 1500-0000 - Outros Serviços de Terceiros - Pessoa Jurídica. FUNDAMENTO: Art. 25, inciso III da Lei 8.666/93. PRAZO DE VIGÊNCIA: 14/06/2022 a 31/12/2022. DATA DO CONTRATO: 14 de junho de 2022.
Estado da Bahia;Prefeitura Municipal de Nova Viçosa;Edição Nº 114 de 20/06/2022 - Pág. 259;20/06/2022;https://www.in.gov.br/web/dou/-/extratos-de-contratos-408718336;"
        EXTRATOS DE CONTRATOS
      ";"Contrato nº 055/2022 - Contratante: MUNICÍPIO DE NOVA VIÇOSA - CNPJ: 13.761.531/0001-49 - Contratada: CRIATIVE MUSIC LTDA - CNPJ: 08.648.622/0001-32 - Objeto: Contratação de show artístico musical da cantora MIDIAN LIMA, para apresentação no dia 22/07/2022, na sede do Município de Nova Viçosa/BA. - Vigência: 02/05/2022 até 31/07/2022. - Valor: R$ 90.000,00 (Noventa mil reais). - Base Legal: Art. 74, II, da Lei Federal 14.133/2021 - Processo Administrativo nº. 106/2022 - Inexigibilidade de Licitação n°. 043/2022. - Signatários: pela Contratante - Luciana Sousa Machado Rodrigues; pela Contratada - Ivanildo Medeiros Nunes. - Data da Assinatura: 02/05/2022.Contrato nº 056/2022 - Contratante: MUNICÍPIO DE NOVA VIÇOSA - CNPJ: 13.761.531/0001-49 - Contratada: SINTEGRIS AUDITORIA CONSULTORIA E SERVIÇOS CONTÁBEIS EPP - CNPJ: 09.376.045/0001-30 - Objeto: contrato tem por objeto a contratação de empresa especializada para consultoria e apoio técnico especializado nas áreas orçamentária e financeira e de folha de pagamentos, destinada à pesquisa e apresentação de diagnóstico da atual estrutura de pessoal, bem como sugestão na revisão e aperfeiçoamento da estrutura organizacional dos servidores públicos municipais, especificamente do Estatuto do Servidor Público Municipal, dos Plano de Cargos, Carreiras e Salários dos Servidores Públicos Municipais, distinguindo-se os profissionais da educação básica dos demais, bem como apoio técnico na análise de possíveis modificações na legislação previdenciária do município, e demais legislações municipais que tratam do vínculo e relacionamentos profissionais no âmbito de alcance do Poder Executivo de NOVA VIÇOSA, visando adequação ao disposto da Constituição Federal, normas infraconstitucionais, bem como a Lei nº 14.113/2020 e Emenda Constitucional nº 108/2020. - Vigência: a partir da data de sua assinatura, vigorando de 03/05/2022 até 31/12/2022. - Valor: R$ 125.000,00 (Cento e vinte e cinco mil reais).- Base Legal: Art. 74, III, da Lei Federal 14.133/2021 - Processo Administrativo nº. 113/2022 - Inexigibilidade de Licitação n°. 045/2022. - Signatários: pela Contratante - Luciana Sousa Machado Rodrigues; pela Contratada - Jeam Adriano Rogoni. - Data da Assinatura: 03/05/2022.Contrato nº 057/2022 - Contratante: MUNICÍPIO DE NOVA VIÇOSA - CNPJ: 13.761.531/0001-49 - Contratada: MAIS MUSIC - GRAVACAO, EDICAO E PRODUCAO MUSICAL EIRELI ME - CNPJ: 23.524.867/0001-41 - Objeto: Contratação de show artístico musical do cantor Léo Magalhães, durante o evento ""Forró do Asfalto"", com apresentação no dia 22/07/2022, na sede do Município de Nova Viçosa/BA. - Vigência: 18/05/2022 até 31/07/2022. - Valor: R$ 90.000,00 (Noventa mil reais). - Base Legal: Art. 74, II, da Lei Federal 14.133/2021 - Processo Administrativo nº. 116/2022 - Inexigibilidade de Licitação n°. 046/2022. - Signatários: pela Contratante - Luciana Sousa Machado Rodrigues; pela Contratada - Arlei Rocha do Bonfim. - Data da Assinatura: 18/05/2022.Contrato nº 058/2022 - Contratante: MUNICÍPIO DE NOVA VIÇOSA - CNPJ: 13.761.531/0001-49 - Contratada: CACAU COM LEITE PRODUCÕES ARTISTICAS LTDA ME - CNPJ: 00.133.240/0001-64 - Objeto: contratação de show artístico musical da Banda Cacau com Leite, durante o evento ""Forró do Asfalto"", com apresentação no dia 23/07/2022, na sede do Município de Nova Viçosa/BA. - Vigência: 18/05/2022 até 31/07/2022. - Valor: R$ 30.000,00 (Trinta mil reais). - Base Legal: Art. 74, II, da Lei Federal 14.133/2021 - Processo Administrativo nº. 117/2022 - Inexigibilidade de Licitação n°. 047/2022. - Signatários: pela Contratante - Luciana Sousa Machado Rodrigues; pela Contratada - Ariosvaldo Oliveira da Silva. - Data da Assinatura: 18/05/2022.Contrato nº 059/2022 - Contratante: MUNICÍPIO DE NOVA VIÇOSA - CNPJ: 13.761.531/0001-49 - Contratada: ROBERIO LACERDA CABRAL PRODUCÃO MUSICAL EIRELI EPP - CNPJ: 13.589.332/0001-03 - Objeto: contratação de show artístico musical da Banda ROBÉRIO E SEUS TECLADOS, durante o evento ""Forró do Asfalto"", com apresentação no dia 24/07/2022, na sede do Município de Nova Viçosa/BA. - Vigência: 23/05/2022 até 31/07/2022. - Valor: R$ 30.000,00 (Trinta mil reais). - Base Legal: Art. 74, II, da Lei Federal 14.133/2021 - Processo Administrativo nº. 118/2022 - Inexigibilidade de Licitação n°. 048/2022. - Signatários: pela Contratante - Luciana Sousa Machado Rodrigues; pela Contratada - Robério Lacerda Cabral. - Data da Assinatura: 23/05/2022."
Estado da Paraíba;Prefeitura Municipal de Alcantil;Edição Nº 113 de 15/06/2022 - Pág. 311;15/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-408421242;"
        EXTRATO DE CONTRATO
      ";"OBJETO: Contratação de profissional do setor artístico, através de empresa especializada com exclusividade e registro no INPI para apresentação de show musical do cantor Ton Oliveira, com duração de 100min, no dia 28 de junho de 2022, em praça publica na tradicional festa ""São João no Meio do Caminho"" do Município de Alcantil - PB. FUNDAMENTO LEGAL: Inexigibilidade de Licitação nº IN00007/2022. DOTAÇÃO: Recursos Próprios do Município de Alcantil: 04.004 SECRETARIA DE EDUCACAO, CULTURA E ESPORTES 13.392.1007.2014 MANUTENÇÃO DAS ATIVIDADES DE CULTURA NO MUNICÍPIO 13.392.1007.2015 PROMOVER EVENTOS TURÍSTICOS E CULTURAIS ELEMENTO DE DESPESA: 3.3.90.39.00.00 OUTROS SERV.DE TERC.PESSOA JURIDICA. VIGÊNCIA: até 09/09/2022. PARTES CONTRATANTES: Prefeitura Municipal de Alcantil e: CT Nº 00118/2022 - 13.06.22 - TOP SHOWS PRODUCAO MUSICAL EIRELI - R$ 35.000,00."
Estado do Pará;PREFEITURA MUNICIPAL DE CANAÃ DOS CARAJÁS;Edição Nº 112 de 14/06/2022 - Pág. 275;14/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-408080279;"
        EXTRATO DE CONTRATO
      ";Contrato nº: 20229844. Origem.: Inexigibilidade nº 126/2022/PMCC. Contratante.: Prefeitura Municipal de Canaã dos Carajás,Contratada(O)..: Saia Rodada Promoções Artisticas Ltda,Objeto.: Contratação de evento artístico de Show da Banda Saia Rodada, Para O Dia 04 de Outubro de 2022 Em Alusão da Comemoração Aos 28 Anos de Canaã dos Carajás no município de Canaã dos Carajás- PA, Valor Total..: R$ 270.000,00 (Duzentos e Setenta Mil Reais),Programa de Trabalho: Exercício 2022 Atividade 1003.041221315.2.010 Realizar Eventos e Datas Comemorativas , Classificação econômica 3.3.90.39.00 Outros serv. de terc. pessoa jurídica, Subelemento 3.3.90.39.22, no valor de R$ 270.000,00,VIGÊNCIA: 02 de Junho de 2022 a 02 de Junho de 2023, Data da Assinatura..: 02 de Junho de 2022
Estado da Paraíba;Prefeitura Municipal de Santa Luzia;Edição Nº 111 de 13/06/2022 - Pág. 293;13/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-407785693;"
        EXTRATO DE CONTRATO
      ";CONTRATO N°. 00119/2022 - INEXIGIBILIDADE Nº 00014/2022 - PROCESSO Nº 00045/2022CONTRATANTE: PREFEITURA MUNICIPAL DE SANTA LUZIA - PB, CNPJ N° 09.090.689/0001-67.CONTRATADA: JERIMUM PRODUCOES E PROMOCOES S/S LTDA, CNPJ 72.351.794/0001-49.OBJETO: Contratação do Cantor ZÉ RAMALHO para realização de Show na noite do dia 25/06/2022, com duração de no mínimo 01h10min de Show no Tradicional São João no município de Santa Luzia-PB.VALOR GLOBAL: R$ 250.000,00 (duzentos e cinquenta mil reais).DOTAÇÃO ORÇAMENTÁRIA: 02.070 - SECRETARIA DE CULTURA - 13.695.1037.2007 - Promoção de Eventos. 3390.39 - 1500-0000 - Outros Serviços de Terceiros - Pessoa Jurídica. FUNDAMENTO: Art. 25, inciso III da Lei 8.666/93.PRAZO DE VIGÊNCIA: 31/05/2022 a 31/12/2022.DATA DO CONTRATO: 31 de maio de 2022.
Estado do Pará;Prefeitura Municipal de Vitória do Xingu;Edição Nº 111 de 13/06/2022 - Pág. 288;13/06/2022;https://www.in.gov.br/web/dou/-/extratos-de-contratos-407783993;"
        EXTRATOS DE CONTRATOS
      ";"PREGÃO ELETRÔNICO SRP Nº. 9/2022-002-PMVX - PARTES: CONTRATANTE - MUNICÍPIO DE VITÓRIA DO XINGU (Prefeitura Municipal de Vitória do Xingu) - CNPJ: 34.887.935/0001-53: CONTRATADA - ALTAMIRA CARNES EIRELI - CNPJ: 16.668.102/0001-10, Contrato Administrativo nº. 20220228, com o valor global de R$: 16.329,80; FONTE DE RECURSOS: 2.014, 3.3.90.30.00; VIGÊNCIA: 12/05/2022 a 11/05/2023; OBJETO: Fornecimento de materiais de consumo (gêneros alimentícios, materiais de limpeza e utensílios); Vitória do Xingu/PA: 12/05/2022 - Márcio Viana Rocha - Prefeito Municipal.INEXIGIBILIDADE Nº. 6/2022-005-PMVX - PARTES: CONTRATANTE - MUNICÍPIO DE VITÓRIA DO XINGU (Prefeitura Municipal de Vitória do Xingu) - CNPJ: 34.887.935/0001-53: CONTRATADO - CRIATIVE MUSIC LTDA - CNPJ: 08.648.622/0001-32, Contrato nº. 20220292 no valor total de R$: 95.000,00; FONTE DE RECURSOS: 2.024, 3.3.90.39.00; VIGÊNCIA: 06 (seis) meses; OBJETO: Show artístico com a ""CANTORA MIDIAN LIMA E BANDA"" na realização da 7ª Marcha para Jesus, que realizar-se- á, no dia 15 de julho de 2022 no município de Vitória do Xingu/PA, conforme processo de Inexigibilidade de Licitação nº 6/2022-005-PMVX; Vitória do Xingu/PA: 14/04/2022 - Márcio Viana Rocha - Prefeito Municipal."
Estado da Paraíba;Prefeitura Municipal de Santa Luzia;Edição Nº 111 de 13/06/2022 - Pág. 293;13/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-407759871;"
        EXTRATO DE CONTRATO
      ";CONTRATO N°. 00120/2022 - INEXIGIBILIDADE Nº 00015/2022 - PROCESSO Nº 00046/2022CONTRATANTE: PREFEITURA MUNICIPAL DE SANTA LUZIA - PB, CNPJ N° 09.090.689/0001-67.CONTRATADA: MUNDO PARALELO PRODUCOES ARTISTICAS LTDA, CNPJ N° 18.495.289/0001-22.OBJETO: Contratação da dupla MATHEUS E KAUAN para realização de Show na noite do dia 23/06/2022, com duração de 01h20min de Show no Tradicional São João no município de Santa Luzia-PB.VALOR GLOBAL: R$ 350.000,00 (trezentos e cinquenta mil reais).DOTAÇÃO ORÇAMENTÁRIA: 02.070 - SECRETARIA DE CULTURA - 13.695.1037.2007 - Promoção de Eventos. 3390.39 - 1500-0000 - Outros Serviços de Terceiros - Pessoa Jurídica. FUNDAMENTO: Art. 25, inciso III da Lei 8.666/93.PRAZO DE VIGÊNCIA: 31/05/2022 a 31/12/2022.DATA DO CONTRATO: 31 de maio de 2022.
Tribunal de Justiça do Distrito Federal e dos Territórios;Secretaria de Contratações e Gestão de Materiais;Edição Nº 111 de 13/06/2022 - Pág. 176;13/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-407716017;"
        EXTRATO DE CONTRATO
      ";a)Espécie: Contrato de Aquisição 047/2022, firmado entre a UNIÃO, por intermédio do TJDFT, e DANIEL PRIMO PICCINI (SHOW DAS BANDEIRAS). b)Objeto: Aquisição de bandeiras oficiais do Brasil, do Distrito Federal e do TJDFT. c)Fundamento legal: Leis 8.666/1993 e 10.520/2002 e Decretos 10.024/2019, 8.538/2015 e 7.746/2012. d)Valor estimado do contrato: R$ 39.849,00. e)Vigência: 12 meses a partir da data de sua assinatura. f)Data da assinatura: 10/06/2022. g) PA: 0024758/2021.
Prefeitura Municipal de Triunfo;Secretaria de Admininistração;Edição Nº 110 de 10/06/2022 - Pág. 318;10/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-407290308;"
        EXTRATO DE CONTRATO
      ";"- INEXIGIBILIDADE Nº IN00005/2022OBJETO: CONTRATAÇÃO DE EMPRESA PARA APRESENTAÇÃO DE SHOW MUSICAL NACIONAL DO CANTOR ""GLEYDSON GAVIÃO"", COM DURAÇÃO DE 02 HORAS, COM PREVISÃO DE INÍCIO AS 21:30 HS E FINAL PREVISTO PARA AS 23: 30 HS, NO DIA 24 DE MAIO DE 2022, EM PRAÇA PUBLICA NA COMEMORAÇÃO ""19º TRIUNFEST"" REALIZADO NO DIA 24/07/2022, NO MUNICÍPIO DE TRIUNFO - PB. FUNDAMENTO LEGAL: Inexigibilidade de Licitação nº IN00005/2022. DOTAÇÃO: Recursos Próprios do Município de Triunfo: 02 PODER EXECUTIVO 02.100 SECCRETARIA DE CULTURA E TURISMO 13 CULTURA 13.392 DIFUSÃO CULTURAL 13.392.1005 ARTE E CULTURA 13.392.1005.1002 REALIZAÇÃO DE FESTIVIDADES E PROMOÇÕES SOCIAIS 3.3.90.36 OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA 1.500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS 3.3.90.30 MATERIAL DE CONSUMO 1.500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS 3.3.90.39 OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA 1.500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS. VIGÊNCIA: até 06/08/2022. PARTES CONTRATANTES: Prefeitura Municipal de Triunfo e: CT Nº 00068/2022 - 06.06.22 - GR SHOWS LTDA - R$ 60 000,00."
Estado da Paraíba;Prefeitura Municipal de São Domingos;Edição Nº 110 de 10/06/2022 - Pág. 317;10/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-407290230;"
        EXTRATO DE CONTRATO
      ";"INEXIGIBILIDADE DE LICITAÇÃO Nº 04/2022OBJETO: Contratação de serviço do grupo musical ""Banda Magníficos"" para apresentação de show musical, no dia 29 de Abril de 2022, durante as festividades da Emancipação Política no município de São Domingos. FUNDAMENTO LEGAL: Inexigibilidade nº 04/2022. DOTAÇÃO: Recursos próprios do Município; As dotações acima correspondem ao seguinte elemento de despesa: 3.3.90.39.00.00 - OUTROS SERVIÇOS DE TERCEIROS, PESSOA JURÍDICA. VIGÊNCIA: até o final do exercício financeiro de 2022. PARTES CONTRATANTES: Prefeitura Municipal de São Domingos e: CT Nº 00105/2022 - 13.04.22 - BANDA MAGNIFICOS PRODUCOES E EVENTOS ARTISTICOS LTDA - R$ 60.000,00."
Estado de Minas Gerais;Prefeitura Municipal de Cachoeira de Minas;Edição Nº 109 de 09/06/2022 - Pág. 292;09/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-406979324;"
        EXTRATO DE CONTRATO
      ";"Contrato n.º 095/2022: THM &amp; THG - PRODUÇÕES ARTÍSTICAS LTDA. Objeto: Contratação de show musical com Thaeme &amp; Thiago para a Comemoração da Festa da Fogueira de São Pedro 2022, no dia 29 de Junho do corrente ano. Processo Licitatório n.º 140/2022 - Inexigibilidade n.º 008/2022. Vigência: 06/06/2022 a 31/08/2022. Dotação Orçamentária: 02.09.01.13.392.1301.2.035.339039-503. Valor total: R$ 93.000,00 (Noventa e Três Mil Reais)."
Estado do Rio Grande do Sul;PREFEITURA MUNICIPAL DE BOM RETIRO DO SUL;Edição Nº 109 de 09/06/2022 - Pág. 350;09/06/2022;https://www.in.gov.br/web/dou/-/extratos-de-contratos-406943709;"
        EXTRATOS DE CONTRATOS
      ";"Contrato nº 22/2022 - MSBnet Informática Eireli. Dispensa nº 13/2022. Objeto: hospedagem site oficial. Valor: R$ 17.964,00. Fundamento: art. 75, II Lei nº 14.133/21. Data: 01/04/2022.Contrato nº 36/2022 - S.S Gravações e Edições Musicais Ltda. Inexigibilidade nº 09/2022. Objeto: show artístico. Valor: R$ 330.000,00. Fundamento: art. 74, II, Lei nº 14.133/21. Data: 10/05/2022Contrato nº 37/2022 - Marco Antônio Pretto. Dispensa nº 18/2022. Objeto: oficina de judô. Valor: R$ 16.200,00. Fundamento: art. 75, II Lei nº 14.133/21. Data: 12/05/2022.Contrato nº 39/2022 - Fernando Pacheco Cooper. Dispensa nº 19/2022. Objeto: confecção de troféus. Valor: R$ 7.700,00. Fundamento: art. 75, II Lei nº 14.133/21. Data: 13/05/2022.Contrato nº 40/2022 - Markus Engenharia e Arquitetura Ltda. Dispensa nº 20/2022. Objeto: projeto PPCI. Valor: R$ 10.793,00. Fundamento: art. 75, II Lei nº 14.133/21. Data: 17/05/2022.Contrato nº 41/2022 - Soluções Integradas Verdes Vales Ltda. Pregão Eletrônico nº 08/2022. Objeto: retroescavadeira. Valor: R$ 485.000,00 Data: 18/05/2022Contrato nº 42/2022 - RB Dossin Comércio de Materiais de Construção Ltda. Pregão Eletrônico nº 09/2022. Objeto: materiais para rede de água. Valor: R$ 70.880,00 Data: 18/05/2022Contrato nº 43/2022 - Ferrazza e Ferrazza Ltda. Pregão Eletrônico nº 11/2022. Objeto: execução do Evento Dança Bom Retiro 2022 e 2º Expofeira. Valor: R$ 105.000,00 Data: 18/05/2022Contrato nº 44/2022 - Aide Monitoramento Ltda. Dispensa nº 21/2022. Objeto: segurança para eventos. Valor: R$ 10.800,00. Fundamento: art. 75, II Lei nº 14.133/21. Data: 19/05/2022.Contrato nº 45/2022 - Kaue Sant Anna Soares. Dispensa nº 22/2022. Objeto: júri para eventos. Valor: R$ 9.210,00. Fundamento: art. 75, II Lei nº 14.133/21. Data: 19/05/2022.Contrato nº 46/2022 - Conpasul Construção e Serviços Ltda. Tomada de Preços nº 03/2022. Objeto: pavimentação asfáltica. Valor: R$ 1.018.690,31. Data: 20/05/2022.Contrato nº 47/2022 - D &amp; M Distribuidora Ltda. Dispensa nº 23/2022. Objeto: aquisição de livros. Valor: R$ 49.800,00. Fundamento: art. 75, II Lei nº 14.133/21. Data: 25/05/2022.Contrato nº 48/2022 - Eco Diehl Saneamento Ltda. Pregão Eletrônico nº 10/2022. Objeto: perfuração de poços artesianos. Valor: R$ 189.900,00 Data: 26/05/2022Contrato nº 49/2022 - Masper Assessoria Ltda. Pregão Eletrônico nº 15/2022. Objeto: software de gestão arrecadação de tributos. Valor: R$ 68.450,00 Data: 31/05/2022Contrato nº 39/2019 - César A. Gerhardt ME (8º). Convite nº 02/2019. Objeto: renovação contratual. Prazo: 365 dias. Fundamento: art. 57, II, Lei nº 8.666/93. Data: 02/05/2022.Contrato nº 26/2021 - Fundação Vale do Taquari de Educação e Desenvolvimento Social - FUVATES (5º). Dispensa nº 10/2021. Objeto: renovação contratual. Prazo: 365 dias. Fundamento: art. 57, II, Lei nº 8.666/93. Data: 05/05/2022Contrato nº 44/2019 - João Pedro Schmidt (3º). Pregão Presencial nº 10/2019. Objeto: renovação contratual. Prazo: 365 dias. Fundamento: art. 57, II, Lei nº 8.666/93. Data: 11/05/2022Contrato nº 32/2020 - Campanha Nacional de Escolas da Comunidade - CNEC (2º). Dispensa nº 13/2020. Objeto: renovação contratual. Prazo: 365 dias. Fundamento: art. 57, II, Lei nº 8.666/93. Data: 12/05/2022Contrato nº 52/2021 - Qualifik Treinamento Profissional e Gerencial Ltda (2º). Dispensa nº 25/2021. Objeto: prorrogação de prazo. Prazo: 120 dias. Fundamento: art. 57, II, Lei nº 8.666/93. Data: 18/05/2022Contrato nº 11/2022 - Integra Geologia Ambiental Ltda (1º). Dispensa nº 07/2022. Objeto: acréscimo de valores. Valor: R$ 13.260,00. Fundamento: art. 124, I, b da Lei nº 14.133/21. Data: 20/05/2022.Contrato nº 59/2021 - Priori Serviços e Soluções Contabilidade Eireli (3º). Pregão Eletrônico nº 25/2021. Objeto: prorrogação de prazo. Prazo: 60 dias. Fundamento: art. 57, II, Lei nº 8.666/93. Data: 26/05/2022Contrato Administrativo nº 44/2020 - Prado S &amp; Cia Ltda (3º). Pregão Presencial nº 09/2020. Objeto: acréscimo de quantitativo. Valor: R$1.138,80 Fundamento: art. 65, I, b, Lei nº 8.666/93. Data: 26/05/2022.Contrato nº 11/2022 - Integra Geologia Ambiental Ltda (2º). Dispensa nº 07/2022. Objeto: prorrogação de prazo. Prazo: 60 dias. Fundamento: art. 111 da Lei nº 14.133/21. Data: 27/05/2022.Contrato nº 43/2021 - Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul - SEBRAE/RS (1º). Inexigibilidade nº 04/2021. Objeto: renovação contratual. Valor: R$ 31.640,00. Fundamento: art. 25, II, Lei nº 8.666/93. Data: 28/05/2022"
